title,original_language,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,adult,genre_names,rating_group
Flatliners,en,2017-09-28,18.442,2035,5.7,19000000,45158254,111,FALSE,"Drama, Horror, Thriller",low
Saint Maud,en,2020-10-09,18.425,470,6.7,0,1640866,85,FALSE,"Drama, Horror, Mystery",high
The Covenant,en,2006-09-08,18.391,854,5.5,20000000,37597471,97,FALSE,"Fantasy, Horror",low
Radius,en,2017-07-17,18.36,495,6.6,0,14097,93,FALSE,"Drama, Horror, Thriller",high
The Lodgers,en,2017-10-05,18.337,433,5,0,916727,93,FALSE,"Horror, Mystery, Thriller",low
The Ninth Gate,en,1999-08-25,18.175,2421,6.4,38000000,58401898,133,FALSE,"Horror, Mystery, Thriller",high
The Haunting in Connecticut,en,2009-03-27,18.168,941,6.2,10000000,77527732,102,FALSE,"Horror, Thriller",high
Sunshine,en,2007-04-05,18.165,3104,7,50000000,34806812,107,FALSE,"Horror, Science Fiction, Thriller",high
Pulse,en,2006-08-11,18.137,424,5,38000000,29907685,90,FALSE,"Horror, Thriller",low
Southbound,en,2015-09-17,18.136,516,5.9,0,23665,89,FALSE,"Fantasy, Horror, Science Fiction, Thriller",low
The House at the End of Time,es,2013-06-21,18.094,253,6.7,300000,4588899,101,FALSE,"Drama, Fantasy, Horror",high
Gretel & Hansel,en,2020-01-30,18.021,1181,6,5000000,22059211,87,FALSE,"Fantasy, Horror, Mystery",low
Shark Night 3D,en,2011-09-02,18.007,444,5,28000000,10126458,91,FALSE,"Horror, Thriller",low
Vampire Hunter D: Bloodlust,ja,2000-08-25,18.001,447,7.5,0,151086,103,FALSE,"Action, Animation, Fantasy, Horror",high
The Faculty,en,1998-12-25,17.951,1573,6.5,15000000,40283321,104,FALSE,"Horror, Science Fiction",high
Pontypool,en,2009-03-06,17.948,498,6.5,1500000,32000,96,FALSE,"Horror, Mystery, Science Fiction",high
The Endless,en,2017-11-05,17.941,838,6.3,1000000,956425,112,FALSE,"Horror, Science Fiction, Thriller",high
The Hitcher,en,2007-01-19,17.918,761,5.9,10000000,25399945,84,FALSE,"Action, Crime, Horror, Thriller",low
Look Away,en,2018-10-12,17.865,684,6.5,0,1119537,103,FALSE,"Fantasy, Horror, Thriller",high
Flatliners,en,1990-08-10,17.805,1253,6.5,26000000,61489265,115,FALSE,"Drama, Horror, Science Fiction",high
Videodrome,en,1983-02-04,17.735,1733,7.3,5952000,2120439,88,FALSE,"Horror, Mystery, Science Fiction",high
Day Watch,ru,2006-01-01,17.544,434,6.1,4200000,42918532,145,FALSE,"Action, Fantasy, Horror, Thriller",high
The Neon Demon,en,2016-06-08,17.514,3325,6.5,7000000,3377430,118,FALSE,"Drama, Horror, Thriller",high
Marrowbone,en,2017-10-27,17.468,1172,7.2,8000000,12294931,111,FALSE,"Drama, Horror, Mystery, Thriller",high
Audition,ja,1999-10-06,17.447,1179,7.1,250000,359853,115,FALSE,"Drama, Horror",high
Dracula: Dead and Loving It,en,1995-12-22,17.427,780,6,30000000,10772144,88,FALSE,"Comedy, Fantasy, Horror",low
Synchronic,en,2020-10-23,17.415,537,6.3,0,1019041,101,FALSE,"Drama, Horror, Science Fiction, Thriller",high
The Witches of Eastwick,en,1987-06-12,17.352,1136,6.5,22000000,63766510,118,FALSE,"Comedy, Fantasy, Horror",high
Mom and Dad,en,2018-01-19,17.336,833,5.4,0,169209,86,FALSE,"Comedy, Horror, Thriller",low
Life After Beth,en,2014-08-15,17.261,563,5.5,2400000,88273,90,FALSE,"Comedy, Horror, Romance",low
The Order,en,2003-09-05,17.233,264,5.5,35000000,11560806,102,FALSE,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",low
Area 51,en,2015-05-15,17.166,487,4.7,5000000,7556,91,FALSE,"Horror, Mystery, Science Fiction",low
Buffy the Vampire Slayer,en,1992-07-24,17.115,653,5.6,7000000,16624456,86,FALSE,"Action, Comedy, Horror",low
Dead Snow,no,2009-01-09,17.114,922,6,800000,2166797,91,FALSE,"Comedy, Horror",low
3 from Hell,en,2019-09-16,17.106,331,5.9,3000000,2295825,115,FALSE,"Crime, Drama, Horror",low
Re-Animator,en,1985-10-18,17.048,1058,7,900000,2023414,86,FALSE,"Comedy, Horror, Science Fiction",high
Fallen,en,1998-01-16,17.041,1105,6.7,46000000,25232289,124,FALSE,"Action, Crime, Drama, Horror, Thriller",high
Stoker,en,2013-02-28,17.041,1923,6.6,12000000,12077441,99,FALSE,"Drama, Horror, Thriller",high
The Stepfather,en,2009-10-16,17.022,727,5.8,20000000,31198531,101,FALSE,"Horror, Thriller",low
"Elvira, Mistress of the Dark",en,1988-09-30,17.003,392,6.5,0,5596267,96,FALSE,"Comedy, Fantasy, Horror",high
Paperhouse,en,1988-09-10,16.977,106,6.7,0,241278,92,FALSE,"Drama, Fantasy, Horror",high
Tucker and Dale vs. Evil,en,2010-01-22,16.95,2253,7.3,5000000,5224938,89,FALSE,"Comedy, Horror",high
Vampires,en,1998-10-30,16.921,989,6.3,20000000,20308772,108,FALSE,"Action, Fantasy, Horror",high
Bethany,en,2017-04-07,16.886,35,5.6,0,32075,90,FALSE,Horror,low
Fright Night Part 2,en,1988-04-07,16.865,306,6.4,0,2983784,104,FALSE,Horror,high
When the Bough Breaks,en,2016-09-09,16.823,338,5.8,10000000,30658387,97,FALSE,"Drama, Horror, Mystery",low
The Signal,en,2008-02-22,16.776,240,5.9,50000,249905,103,FALSE,"Horror, Science Fiction, Thriller",low
The Devil's Backbone,es,2001-04-20,16.774,967,7.3,4500000,6582065,108,FALSE,"Drama, Fantasy, Horror, Thriller",high
The Gift,en,2000-03-16,16.743,955,6.4,10000000,12008642,112,FALSE,"Drama, Horror, Mystery, Thriller",high
Cell,en,2016-07-06,16.725,924,4.7,0,1133031,98,FALSE,"Horror, Science Fiction, Thriller",low
Pay the Ghost,en,2015-09-16,16.709,658,5.4,0,2160298,94,FALSE,Horror,low
V/H/S: Viral,en,2014-10-23,16.663,500,4.9,0,2756,81,FALSE,"Horror, Thriller",low
Morgan,en,2016-09-01,16.637,1280,5.8,8000000,8810591,92,FALSE,"Horror, Science Fiction, Thriller",low
The Ward,en,2010-09-13,16.629,1030,5.8,10000000,5343820,88,FALSE,"Horror, Thriller",low
Freaks of Nature,en,2015-10-30,16.582,461,6.2,0,70958,92,FALSE,"Comedy, Horror, Science Fiction",high
The Midnight Meat Train,en,2008-08-07,16.487,856,6.1,15000000,3533227,98,FALSE,"Fantasy, Horror, Mystery",high
Apollo 18,en,2011-07-20,16.468,823,5.3,5000000,25562924,86,FALSE,"Horror, Science Fiction, Thriller",low
The Devil's Rejects,en,2005-07-22,16.424,1145,6.8,7000000,20901859,107,FALSE,"Crime, Drama, Horror",high
Mimic,en,1997-08-22,16.409,848,6,30000000,25480490,105,FALSE,"Fantasy, Horror, Science Fiction, Thriller",low
Angel Heart,en,1987-03-06,16.396,1193,7.1,17000000,17186348,113,FALSE,"Horror, Mystery",high
Ichi the Killer,ja,2001-12-22,16.381,733,7,1400010,80631,129,FALSE,"Action, Crime, Horror",high
Eraserhead,en,1977-03-19,16.376,1961,7.4,100000,7000000,89,FALSE,"Fantasy, Horror",high
Monstrum,ko,2018-09-12,16.364,135,6.6,0,5577666,106,FALSE,"Action, Drama, Fantasy, Horror",high
The Roommate,en,2011-02-04,16.36,800,5.4,16000000,52545707,91,FALSE,"Drama, Horror, Thriller",low
Braindead,en,1992-08-13,16.344,1303,7.4,3000000,242623,103,FALSE,"Comedy, Horror",high
The Awakening,en,2011-08-17,16.328,1207,6.4,4798235,209696,107,FALSE,"Horror, Mystery, Thriller",high
House on Haunted Hill,en,1999-10-29,16.294,699,5.6,37000000,40846082,93,FALSE,"Horror, Mystery, Thriller",low
"Silent Night, Deadly Night Part 2",en,1987-04-10,16.282,111,4.6,250000,154323,88,FALSE,"Comedy, Horror",low
Prom Night,en,1980-07-18,16.274,315,5.7,1500000,14796236,92,FALSE,"Horror, Mystery, Thriller",low
Alone in the Dark,en,2005-01-28,16.253,488,3.2,20000000,12693645,98,FALSE,"Action, Fantasy, Horror",low
Children of the Corn II: The Final Sacrifice,en,1992-01-29,16.22,171,4.8,900000,6980986,92,FALSE,Horror,low
The Crucifixion,en,2017-04-27,16.194,397,5.6,0,6554322,90,FALSE,"Horror, Mystery, Thriller",low
Horsemen,en,2009-02-06,16.183,451,5.9,20000000,1017401,90,FALSE,"Crime, Drama, Horror, Mystery, Thriller",low
The Mothman Prophecies,en,2002-01-25,16.178,912,6.2,32000000,55305279,119,FALSE,"Drama, Horror, Mystery",high
Ghost Team One,en,2013-01-20,16.17,67,5.4,0,9195,107,FALSE,"Comedy, Horror",low
It Comes at Night,en,2017-06-09,16.124,2003,5.8,5000000,19280931,91,FALSE,"Drama, Horror, Mystery",low
An American Haunting,en,2005-05-05,16.117,399,5.6,14000000,29612137,83,FALSE,"Horror, Mystery, Thriller",low
Dog Soldiers,en,2002-05-10,16.107,675,6.7,2000000,3537283,105,FALSE,"Action, Horror, Thriller",high
Twilight Zone: The Movie,en,1983-06-24,16.087,569,6.5,10000000,29450919,101,FALSE,"Action, Fantasy, Horror, Science Fiction, Thriller",high
The Last Exorcism Part II,en,2013-02-28,16.057,450,4.7,5000000,15179302,88,FALSE,"Horror, Thriller",low
The Snowman,en,2017-10-12,16.053,1948,5.2,35000000,43203413,119,FALSE,"Crime, Horror, Thriller",low
Assassination Nation,en,2018-09-21,16.04,691,6.3,7000000,2900000,108,FALSE,"Comedy, Horror, Thriller",high
Invasion of the Body Snatchers,en,1978-12-19,16.022,800,7.2,3500000,24946533,116,FALSE,"Horror, Mystery, Science Fiction",high
Wolf,en,1994-06-17,16.018,727,6.1,70000000,131002597,125,FALSE,"Drama, Fantasy, Horror",high
Psycho II,en,1983-06-03,16.001,492,6.4,5000000,34725000,113,FALSE,"Horror, Mystery, Thriller",high
Day of the Dead,en,1985-07-03,15.962,965,7,3500000,34000000,101,FALSE,"Drama, Horror, Mystery, Thriller",high
Dead Snow 2: Red vs. Dead,no,2014-02-12,15.94,510,6.6,0,37473,100,FALSE,"Action, Comedy, Horror",high
Slaughterhouse Rulez,en,2018-10-31,15.889,347,5.6,0,730762,104,FALSE,"Action, Comedy, Fantasy, Horror",low
Afflicted,en,2014-04-04,15.868,458,6.5,318000,121179,85,FALSE,"Horror, Thriller",high
The Possession,en,2012-08-30,15.816,1378,6,14000000,85446075,92,FALSE,"Horror, Thriller",low
Snowtown,en,2011-05-16,15.789,249,6.3,0,8452,120,FALSE,"Crime, Drama, Horror",high
Creature from the Black Lagoon,en,1954-03-05,15.758,576,6.9,0,1300000,79,FALSE,"Adventure, Horror, Science Fiction",high
What Lies Beneath,en,2000-07-21,15.747,1503,6.4,100000000,291420351,130,FALSE,"Drama, Horror, Mystery, Thriller",high
The Cell,en,2000-08-17,15.71,1278,6.3,33000000,104155843,107,FALSE,"Horror, Science Fiction, Thriller",high
Deep Red,it,1975-03-07,15.668,1166,7.8,0,2864091,127,FALSE,"Horror, Mystery, Thriller",high
Below,en,2002-08-11,15.665,353,6.1,40000000,2622015,105,FALSE,"Horror, Mystery, Thriller",high
Ju-on: The Grudge 2,ja,2003-08-15,15.602,249,6.3,20000000,70700000,92,FALSE,"Horror, Thriller",high
In the Mouth of Madness,en,1995-02-03,15.596,1272,7.2,8000000,8946600,95,FALSE,"Horror, Mystery, Thriller",high
Shocker,en,1989-10-27,15.526,328,5.6,5000000,16554699,109,FALSE,Horror,low
Village of the Damned,en,1960-06-16,15.516,319,7.2,200000,2175000,77,FALSE,"Horror, Science Fiction",high
Black Sheep,en,2007-03-29,15.492,601,5.8,0,4947717,87,FALSE,"Comedy, Horror",low
Bad Samaritan,en,2018-04-19,15.491,549,6.8,0,3435047,111,FALSE,"Crime, Horror, Thriller",high
Rogue,en,2007-11-08,15.408,526,6.4,20000000,4609644,99,FALSE,"Action, Horror, Thriller",high
Godzilla Raids Again,ja,1955-04-24,15.389,183,6,800000,1952653,82,FALSE,"Action, Adventure, Drama, Horror, Science Fiction, Thriller",low
The Darkest Hour,en,2011-12-22,15.358,1229,5.3,30000000,64626786,89,FALSE,"Action, Horror, Science Fiction, Thriller",low
Brotherhood of the Wolf,fr,2001-01-31,15.357,1224,6.7,29000000,70752904,137,FALSE,"Action, Adventure, History, Horror",high
The Hitcher,en,1986-01-17,15.342,686,7,6000000,5844868,98,FALSE,"Action, Horror, Thriller",high
Tale of Tales,it,2015-05-14,15.329,1463,6.4,12000000,5500277,134,FALSE,"Fantasy, Horror, Romance",high
Omen III: The Final Conflict,en,1981-03-20,15.321,428,5.8,0,20471382,108,FALSE,Horror,low
The Fly II,en,1989-02-10,15.288,491,5.5,0,38903179,105,FALSE,"Horror, Science Fiction, Thriller",low
The House by the Cemetery,it,1981-08-14,15.266,294,6.1,786801,1845819,87,FALSE,Horror,high
Arachnophobia,en,1990-07-20,15.25,1126,6.4,31000000,53208180,103,FALSE,"Comedy, Horror",high
The Rocky Horror Picture Show,en,1975-08-14,15.202,2326,7.5,1200000,112892319,100,FALSE,"Comedy, Fantasy, Horror, Science Fiction",high
Firestarter,en,1984-05-11,15.134,542,6.3,15000000,17080167,114,FALSE,"Horror, Science Fiction, Thriller",high
Let the Right One In,sv,2008-10-24,15.108,2449,7.5,4000000,10785801,115,FALSE,"Drama, Horror",high
The Belko Experiment,en,2016-03-17,15.069,1193,6.1,5000000,10166820,89,FALSE,"Action, Horror, Thriller",high
Viral,en,2016-02-18,15.024,438,5.7,0,551760,86,FALSE,"Drama, Horror, Science Fiction",low
Mary,en,2019-09-19,15.019,151,5.2,0,709528,84,FALSE,Horror,low
Boo! A Madea Halloween,en,2016-10-21,14.994,374,5.7,20000000,74827344,103,FALSE,"Comedy, Horror",low
Creepshow 2,en,1987-05-01,14.978,431,6.2,3500000,14000000,92,FALSE,"Comedy, Horror",high
After.Life,en,2009-11-07,14.972,892,6.2,4500000,3606395,104,FALSE,"Drama, Horror, Mystery, Thriller",high
The Fly,en,1958-07-16,14.889,412,7.1,700000,3000000,94,FALSE,"Drama, Horror, Science Fiction",high
The Dead Don't Die,en,2019-05-15,14.863,2093,5.4,0,12104595,104,FALSE,"Comedy, Fantasy, Horror",low
Great White,en,2021-05-13,14.85,294,5.4,0,517929,91,FALSE,"Horror, Thriller",low
Godzilla,ja,1954-11-03,14.815,694,7.6,900000,2250000,96,FALSE,"Horror, Science Fiction, Thriller",high
Warlock: The Armageddon,en,1993-05-01,14.802,115,5.3,3000000,3902679,98,FALSE,"Fantasy, Horror, Science Fiction",low
Dark Water,en,2005-07-08,14.764,835,5.6,30000000,68357079,105,FALSE,"Horror, Mystery",low
The 'Burbs,en,1989-02-17,14.73,974,6.7,18000000,49101993,102,FALSE,"Comedy, Horror, Thriller",high
XX,en,2017-02-17,14.715,363,4.9,0,30911,80,FALSE,Horror,low
The Love Witch,en,2016-11-11,14.668,380,6.3,0,228894,121,FALSE,"Fantasy, Horror, Romance",high
Dracula,en,1958-05-22,14.65,451,7.3,104880,3500000,82,FALSE,Horror,high
High Tension,fr,2003-06-18,14.547,1042,6.8,0,6291958,91,FALSE,"Horror, Mystery, Thriller",high
Virus,en,1999-01-14,14.519,486,5.3,75000000,30700000,99,FALSE,"Action, Horror, Science Fiction",low
What We Do in the Shadows,en,2014-06-19,14.486,2948,7.6,1600000,6263224,86,FALSE,"Comedy, Horror",high
Scanners,en,1981-01-14,14.422,915,6.7,4100000,14225876,103,FALSE,"Horror, Science Fiction",high
Hatchet,en,2006-04-27,14.42,521,5.8,1500000,208550,84,FALSE,"Comedy, Horror",low
Deep Rising,en,1998-01-30,14.3,542,6.2,45000000,11203026,106,FALSE,"Action, Adventure, Horror, Science Fiction",high
Cry_Wolf,en,2005-09-16,14.284,446,5.8,1000000,10047674,90,FALSE,"Horror, Thriller",low
Berlin Syndrome,en,2017-04-20,14.273,546,6,0,397783,116,FALSE,"Drama, Horror, Mystery, Thriller",low
The Blob,en,1958-09-10,14.249,468,6.3,110000,4000000,86,FALSE,"Horror, Science Fiction",high
Urban Legend,en,1998-09-25,14.192,1062,5.7,14000000,72527595,100,FALSE,"Horror, Thriller",low
The Divide,en,2012-01-13,14.143,533,5.9,3000000,156362,112,FALSE,"Horror, Science Fiction",low
Aftershock,es,2012-09-12,14.116,267,5.1,2000000,58510,89,FALSE,"Horror, Thriller",low
Splinter,en,2008-10-31,14.102,567,6.1,0,124191,82,FALSE,"Horror, Thriller",high
Little Shop of Horrors,en,1986-12-19,14.076,1165,6.9,25000000,38748395,94,FALSE,"Comedy, Horror",high
12 Feet Deep,en,2017-06-20,14.073,376,5.6,0,6158,85,FALSE,"Horror, Thriller",low
Quarantine,en,2008-10-10,14.059,1055,5.8,12000000,40855419,89,FALSE,"Fantasy, Horror, Mystery, Science Fiction, Thriller",low
The Lazarus Effect,en,2015-01-29,14.05,1226,5.3,3300000,64110728,83,FALSE,"Horror, Mystery, Science Fiction, Thriller",low
Venom,en,2005-09-16,14.031,270,5.5,0,881779,85,FALSE,"Horror, Thriller",low
The Stepford Wives,en,2004-06-10,14.006,1116,5.7,90000000,102000000,93,FALSE,"Comedy, Horror, Science Fiction, Thriller",low
Tale of a Vampire,en,1992-01-01,13.971,14,5.1,0,1000000,93,FALSE,"Drama, Horror, Romance",low
"Godzilla, King of the Monsters!",en,1956-04-27,13.969,181,6.6,25000,2000000,81,FALSE,"Horror, Science Fiction",high
Gabriel,en,2007-11-15,13.968,346,6,200000,1395610,109,FALSE,"Action, Fantasy, Horror, Science Fiction",low
Lifeforce,en,1985-06-21,13.962,443,6.3,25000000,11603545,102,FALSE,"Horror, Science Fiction, Thriller",high
Cure,ja,1997-12-27,13.922,292,7.4,20000,99000,111,FALSE,"Crime, Horror, Mystery, Thriller",high
The Bay,en,2012-09-13,13.919,606,5.7,0,30668,84,FALSE,"Horror, Science Fiction, Thriller",low
The Golden Voyage of Sinbad,en,1973-12-20,13.913,166,6.6,0,11000000,105,FALSE,"Action, Adventure, Drama, Family, Fantasy, Horror",high
Needful Things,en,1993-08-27,13.907,417,6.2,0,15185672,120,FALSE,"Drama, Horror",high
Dark Water,ja,2002-01-19,13.856,442,6.7,4000000,1686839,101,FALSE,"Horror, Mystery",high
Wilderness,en,2006-08-11,13.807,162,6.1,0,566098,94,FALSE,"Action, Horror, Thriller",high
Bug,en,2006-11-11,13.742,428,6.1,4000000,8095658,98,FALSE,"Drama, Horror, Thriller",high
Nightwatch,en,1997-01-31,13.709,320,6.1,0,1179002,102,FALSE,"Drama, Horror, Mystery, Thriller",high
Graveyard Shift,en,1990-10-26,13.7,183,5.2,10500000,11582891,89,FALSE,Horror,low
Pet,en,2016-09-24,13.671,571,5.8,0,22003,94,FALSE,"Horror, Thriller",low
White Noise,en,2005-01-07,13.653,684,5.6,10000000,91196419,101,FALSE,"Drama, Horror, Thriller",low
Bait,en,2012-09-05,13.646,639,5.7,30000000,32500000,93,FALSE,"Action, Horror, Thriller",low
Repossessed,en,1990-09-14,13.636,224,5.2,0,1382462,80,FALSE,"Comedy, Horror",low
Howling Village,ja,2020-02-07,13.636,39,5.3,0,12175665,108,FALSE,"Horror, Mystery, Thriller",low
Mary Shelley's Frankenstein,en,1994-11-04,13.633,1014,6.4,45000000,112006296,123,FALSE,"Drama, Horror, Romance, Science Fiction",high
The Haunting of Sharon Tate,en,2019-04-05,13.581,167,4.6,0,68904,90,FALSE,"Horror, Thriller",low
Black Christmas,en,2006-12-15,13.557,422,5.1,9000000,21510851,95,FALSE,"Horror, Mystery, Thriller",low
Intruders,en,2011-09-12,13.531,417,5.4,13000000,3012210,100,FALSE,"Fantasy, Horror, Thriller",low
Satanic,en,2016-07-01,13.516,360,4.3,0,349183,84,FALSE,"Horror, Mystery, Thriller",low
The Hills Have Eyes,en,1977-07-22,13.5,693,6.2,230000,25000000,90,FALSE,"Horror, Thriller",high
Down,en,2001-09-06,13.499,121,5.2,15000000,163169,111,FALSE,"Action, Horror, Mystery, Thriller",low
Follow Me,en,2020-07-16,13.478,348,6.4,0,3551439,88,FALSE,"Horror, Thriller",high
The Limehouse Golem,en,2016-10-18,13.449,540,6.2,0,2225698,109,FALSE,"Horror, Mystery, Thriller",high
Don't Look Back,fr,2009-06-03,13.439,167,5.6,13000000,2651917,110,FALSE,"Drama, Horror, Mystery, Thriller",low
Feast,en,2005-10-14,13.423,422,6.2,3200000,658573,95,FALSE,"Action, Comedy, Horror, Thriller",high
Altered States,en,1980-12-25,13.417,509,6.7,15000000,19853892,102,FALSE,"Horror, Science Fiction, Thriller",high
Sightseers,en,2012-11-30,13.397,408,6.3,0,61782,88,FALSE,"Adventure, Comedy, Crime, Horror, Romance",high
Relic,en,2020-07-03,13.306,566,6,0,2902552,89,FALSE,"Drama, Horror, Mystery, Thriller",low
Damien: Omen II,en,1978-06-09,13.287,531,6.4,6800000,26518355,107,FALSE,Horror,high
Dragon Wars,ko,2007-02-08,13.276,318,4.5,32000000,75108998,90,FALSE,"Action, Drama, Fantasy, Horror, Science Fiction, Thriller",low
Dressed to Kill,en,1980-07-25,13.271,680,6.9,6500000,31899000,105,FALSE,"Horror, Mystery, Thriller",high
The Dark and the Wicked,en,2020-10-29,13.269,235,6,0,289157,95,FALSE,"Drama, Horror, Mystery",low
Whisper,en,2007-11-27,13.267,222,6.6,12000000,5285197,94,FALSE,"Crime, Drama, Horror, Thriller",high
Supernova,en,2000-01-14,13.251,298,5,90000000,14828081,91,FALSE,"Fantasy, Horror, Science Fiction, Thriller",low
Wishmaster,en,1997-09-19,13.226,449,6,5000000,15738769,90,FALSE,"Fantasy, Horror",low
Unsane,en,2018-02-21,13.178,1312,6.3,1500000,14293601,98,FALSE,"Horror, Thriller",high
The Vault,en,2017-09-01,13.173,336,4.8,5000000,5728,91,FALSE,"Horror, Thriller",low
The Entity,en,1982-09-30,13.169,360,6.6,9000000,13277558,125,FALSE,"Horror, Mystery, Thriller",high
Sorority Row,en,2009-09-09,13.156,480,5.5,12500000,27206120,101,FALSE,"Horror, Mystery",low
The Good Son,en,1993-09-24,13.144,789,6.7,17000000,60613008,87,FALSE,"Horror, Thriller",high
Pumpkinhead,en,1988-06-09,13.113,346,6.3,3500000,4385516,86,FALSE,"Fantasy, Horror",high
Julia's Eyes,es,2010-10-29,13.108,657,6.6,0,12884923,118,FALSE,"Horror, Thriller",high
Turbo Kid,en,2015-08-14,13.093,587,6.6,0,67132,95,FALSE,"Action, Adventure, Comedy, Horror, Science Fiction",high
Office Uprising,en,2018-06-19,13.08,176,5.3,2500000,165623,88,FALSE,"Action, Comedy, Horror",low
Red State,en,2011-08-19,13.075,784,6.1,4000000,1104682,88,FALSE,"Action, Horror, Thriller",high
Becky,en,2020-07-23,13.017,328,6.4,0,1045873,93,FALSE,"Action, Crime, Horror, Thriller",high
Jacob's Ladder,en,1990-11-02,13.003,1262,7.4,25000000,25965144,113,FALSE,"Drama, Horror, Mystery",high
Tales from the Darkside: The Movie,en,1990-05-03,12.967,285,6.1,3500000,16324573,93,FALSE,"Comedy, Fantasy, Horror, Thriller",high
BloodRayne,en,2005-10-22,12.952,419,4.2,25000000,3650275,99,FALSE,"Action, Adventure, Fantasy, Horror",low
Valentine,en,2001-02-02,12.855,435,5.4,10000000,16300000,96,FALSE,"Horror, Thriller",low
Tales of Halloween,en,2015-10-16,12.815,386,5.7,0,416792,97,FALSE,"Drama, Horror, Thriller",low
The Relic,en,1997-01-10,12.742,415,6,60000000,33956608,110,FALSE,"Horror, Mystery, Thriller",low
When the Lights Went Out,en,2012-01-31,12.694,98,5.7,0,1181929,86,FALSE,"Drama, Horror, Thriller",low
The Blackcoat's Daughter,en,2017-03-31,12.672,503,5.8,0,19980,93,FALSE,"Horror, Thriller",low
The Funhouse,en,1981-03-13,12.639,294,5.9,0,7886857,96,FALSE,Horror,low
The Apparition,en,2012-08-23,12.635,358,4.4,17000000,9627492,82,FALSE,"Horror, Thriller",low
Resident Evil: Extinction,en,2007-09-20,12.617,3492,6.3,45000000,148412065,94,FALSE,"Action, Horror, Science Fiction",high
6 Souls,en,2010-03-27,12.617,610,6,22000000,851517,112,FALSE,"Horror, Mystery, Thriller",low
Amusement,en,2008-10-09,12.592,293,5.7,6000000,170255,85,FALSE,"Horror, Mystery, Thriller",low
Meet the Blacks,en,2016-04-01,12.562,244,4.8,900000,9097072,90,FALSE,"Comedy, Horror",low
Nothing Left to Fear,en,2013-09-26,12.551,150,5.2,3000000,1675381,100,FALSE,Horror,low
Regression,en,2015-10-01,12.534,1593,5.6,0,17671101,106,FALSE,"Horror, Mystery, Thriller",low
Idle Hands,en,1999-04-30,12.503,525,6.1,25000000,4152230,92,FALSE,"Comedy, Fantasy, Horror",high
Boogeyman 3,en,2008-10-17,12.502,189,5.2,0,156941,94,FALSE,"Horror, Thriller",low
Ghosts of Mars,en,2001-08-24,12.495,890,5.1,28000000,14010832,98,FALSE,"Action, Horror, Science Fiction",low
Elizabeth Harvest,en,2018-08-10,12.49,254,6.2,0,4973,105,FALSE,"Horror, Mystery, Science Fiction, Thriller",high
The Tenant,fr,1976-05-26,12.444,899,7.7,0,5100000,126,FALSE,"Drama, Horror, Thriller",high
From Dusk Till Dawn 3: The Hangman's Daughter,en,1999-10-30,12.429,259,4.9,5000000,9617000,94,FALSE,"Horror, Thriller, Western",low
Phantoms,en,1998-01-23,12.413,276,5.4,0,5624282,91,FALSE,"Horror, Science Fiction, Thriller",low
The Reaping,en,2007-04-05,12.386,673,5.7,40000000,62771059,99,FALSE,Horror,low
BloodRayne 2: Deliverance,en,2007-09-18,12.358,187,4.1,10000000,167445,99,FALSE,"Action, Horror, Western",low
Boogeyman 2,en,2007-10-20,12.334,229,5.5,4500000,1798418,93,FALSE,"Horror, Thriller",low
Kill List,en,2011-09-02,12.3,604,6.2,500000,450275,95,FALSE,"Crime, Horror, Thriller",high
Pulse,ja,2001-02-03,12.296,343,6.6,25000000,318451,119,FALSE,"Horror, Mystery, Thriller",high
Another Me,en,2013-11-15,12.28,215,5.3,0,489884,86,FALSE,"Drama, Horror, Mystery, Thriller",low
Black Christmas,en,1974-10-11,12.268,560,7,620000,4053000,98,FALSE,"Horror, Mystery, Thriller",high
The People Under the Stairs,en,1991-11-01,12.226,519,6.6,6000000,31347154,102,FALSE,"Horror, Mystery",high
Wind Chill,en,2007-04-27,12.219,353,5.8,6000000,285000,91,FALSE,"Drama, Horror, Thriller",low
The Hole in the Ground,en,2019-03-01,12.214,553,5.6,0,3373474,90,FALSE,Horror,low
Frenzy,en,1972-05-25,12.191,695,7.1,3500000,12600000,116,FALSE,"Crime, Horror, Thriller",high
The Call,en,2020-10-23,12.188,119,5.5,0,791762,97,FALSE,"Horror, Thriller",low
Night of the Comet,en,1984-11-16,12.17,282,6.2,3000000,14418922,95,FALSE,"Comedy, Horror, Science Fiction",high
Thesis,es,1996-04-11,12.164,645,7.4,0,2647055,125,FALSE,"Horror, Thriller",high
Once Bitten,en,1985-11-15,12.156,228,5.7,3200000,10000000,94,FALSE,"Comedy, Horror, Romance",low
The Brood,en,1979-05-25,12.154,544,6.7,1355000,5000000,92,FALSE,"Horror, Science Fiction",high
One Missed Call,ja,2003-11-03,12.137,328,6.1,1700000,16200000,112,FALSE,"Horror, Thriller",high
Lost Souls,en,2000-10-13,12.13,139,5.1,50000000,31355910,97,FALSE,"Horror, Thriller",low
The Hidden,en,1987-10-30,12.103,301,7,5000000,9747988,96,FALSE,"Horror, Science Fiction, Thriller",high
Burning Bright,en,2010-08-17,12.09,223,6.3,0,58147,89,FALSE,"Drama, Horror, Thriller",high
Prince of Darkness,en,1987-10-23,12.085,758,6.8,3000000,14182492,101,FALSE,Horror,high
Bloody Hell,en,2021-01-14,12.06,142,6.5,0,28037,94,FALSE,"Comedy, Horror",high
