"title","original_language","release_date","popularity","vote_count","vote_average","budget","revenue","runtime","adult","genre_names","high_rating"
"Are We Not Cats","en",2018-02-23,2.289,20,6.4,0,0,77,FALSE,"Horror, Romance",TRUE
"The Return of James Battle","fr",2004-07-21,2.288,40,4.8,0,0,92,FALSE,"Adventure, Comedy, Horror",FALSE
"Bone Daddy","en",1998-07-19,2.287,18,4.6,0,0,90,FALSE,"Crime, Horror, Thriller",FALSE
"Dominique","en",1979-01-01,2.285,16,5.8,0,0,95,FALSE,"Drama, Horror, Mystery",TRUE
"Infected","en",2013-04-09,2.284,18,3.8,2100000,0,95,FALSE,"Action, Horror, Science Fiction",FALSE
"Eat the Schoolgirl: Osaka Telephone Club","ja",1997-01-01,2.283,14,4,0,0,60,FALSE,"Horror",FALSE
"The Garden","en",2006-01-08,2.282,16,4.6,0,0,92,FALSE,"Drama, Horror, Thriller",FALSE
"Disrupted","en",2020-11-17,2.281,15,6.4,0,0,95,FALSE,"Horror",TRUE
"Zombie Self-Defense Force","ja",2006-04-25,2.279,11,4.4,0,0,76,FALSE,"Horror",FALSE
"The Phantom from 10,000 Leagues","en",1955-12-01,2.278,24,4.2,0,0,80,FALSE,"Horror, Science Fiction",FALSE
"Sisters of Death","en",1976-04-18,2.278,18,4.1,0,0,87,FALSE,"Horror, Mystery, Thriller",FALSE
"Rise of the Animals","en",2012-05-01,2.278,14,3.8,7000,0,70,FALSE,"Adventure, Comedy, Horror",FALSE
"Night of the Blood Beast","en",1958-08-01,2.278,34,3.5,0,0,62,FALSE,"Horror, Science Fiction",FALSE
"Tragic Ceremony","es",1972-12-20,2.277,18,5.1,0,0,82,FALSE,"Horror",FALSE
"Blood Sisters","en",1987-12-01,2.276,16,4.5,0,0,86,FALSE,"Horror, Thriller",FALSE
"Coven","en",2020-07-14,2.276,15,5.9,0,0,80,FALSE,"Horror",TRUE
"The Night of the Living Duck","en",1988-09-23,2.275,17,6,0,0,7,FALSE,"Animation, Horror",TRUE
"Agramon's Gate","en",2019-04-27,2.273,13,5.5,0,0,110,FALSE,"Horror, Mystery, Thriller",TRUE
"All the Moons","eu",2020-12-25,2.273,50,7.5,0,0,102,FALSE,"Drama, Fantasy, Horror",TRUE
"White Skin","en",2004-09-17,2.271,21,5.2,1e+06,0,92,FALSE,"Drama, Horror, Mystery",FALSE
"Clownado","en",2019-08-30,2.269,22,3.9,0,0,99,FALSE,"Comedy, Horror",FALSE
"The Wicksboro Incident","en",2003-02-25,2.268,14,5.1,0,0,71,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Ghastly","ko",2011-08-04,2.265,15,5.4,0,0,91,FALSE,"Horror, Thriller",TRUE
"Inheritance","en",2017-06-02,2.264,11,4.5,0,0,90,FALSE,"Drama, Horror, Mystery, Thriller",FALSE
"The Barber","en",2002-12-31,2.261,37,6,0,0,94,FALSE,"Crime, Horror, Mystery",TRUE
"S.S. Doomtrooper","en",2006-01-01,2.26,16,5.9,0,0,90,FALSE,"Action, Horror, Science Fiction, TV Movie",TRUE
"Deadly Manor","en",1990-03-07,2.26,20,5.2,0,0,82,FALSE,"Horror",FALSE
"FPS: First Person Shooter","en",2015-08-01,2.26,14,5.1,0,0,80,FALSE,"Horror",FALSE
"Boggy Creek II: And the Legend Continues","en",1984-02-13,2.259,27,2.4,0,0,94,FALSE,"Drama, Horror, Mystery, Thriller",FALSE
"The Dead Inside","en",2013-10-14,2.259,16,4.1,25000,0,116,FALSE,"Action, Horror, Science Fiction",FALSE
"Diablo Rojo PTY","es",2019-09-19,2.257,16,5.9,0,0,80,FALSE,"Horror",TRUE
"I Bought a Vampire Motorcycle","en",1990-07-06,2.256,28,5.6,0,0,101,FALSE,"Comedy, Horror",TRUE
"Paranormal Incident","en",2011-10-31,2.256,11,4.2,5e+05,0,82,FALSE,"Horror, Science Fiction",FALSE
"Attic Panic","en",2015-02-13,2.256,40,6.9,0,0,3,FALSE,"Horror, Mystery",TRUE
"Massacre on Aisle 12","en",2016-11-05,2.256,19,5,0,0,83,FALSE,"Comedy, Horror",FALSE
"The Envelope","ru",2017-11-30,2.255,24,5.9,0,0,76,FALSE,"Horror, Thriller",TRUE
"She Killed in Ecstasy","de",1971-12-10,2.254,26,5,0,0,73,FALSE,"Horror",FALSE
"Tomie: Beginning","ja",2005-04-09,2.254,11,5.2,0,0,74,FALSE,"Horror",FALSE
"Dead Men Walking","en",2005-10-25,2.253,15,3.8,5e+05,0,82,FALSE,"Horror",FALSE
"Treevenge","en",2008-07-07,2.252,52,6.9,0,0,16,FALSE,"Comedy, Horror",TRUE
"How to Save Us","en",2014-11-20,2.252,11,4.7,20000,0,78,FALSE,"Drama, Horror",FALSE
"Corruption","en",1968-07-19,2.251,29,5.8,0,0,91,FALSE,"Horror",TRUE
"Poor Pretty Eddie","en",1975-06-01,2.251,23,4.8,0,0,85,FALSE,"Drama, Horror",FALSE
"The Astral Factor","en",1976-02-01,2.251,11,4.1,0,0,96,FALSE,"Horror, Mystery, Science Fiction",FALSE
"The Demon","en",1979-01-01,2.25,18,4.4,0,0,94,FALSE,"Horror, Mystery, Thriller",FALSE
"Red Riding Hood","en",2003-01-01,2.244,11,5.6,0,0,92,FALSE,"Drama, Horror, Thriller",TRUE
"Naked Girl Killed in the Park","it",1972-05-29,2.244,15,6,0,0,92,FALSE,"Horror, Mystery, Thriller",TRUE
"Mansion of the Doomed","en",1976-10-01,2.243,18,6.3,0,0,89,FALSE,"Horror",TRUE
"Zombie 108","zh",2012-01-01,2.242,11,3.9,0,0,88,FALSE,"Horror, Science Fiction",FALSE
"Bigfoot County","en",2012-12-11,2.242,13,3.2,0,0,82,FALSE,"Horror, Thriller",FALSE
"Corpse Mania","zh",1981-01-01,2.24,15,6,0,0,82,FALSE,"Crime, Horror, Mystery",TRUE
"The Fiend","en",1972-04-30,2.24,12,5.1,0,0,92,FALSE,"Horror",FALSE
"Chill","en",2007-02-15,2.239,11,3.2,850000,0,88,FALSE,"Horror",FALSE
"Before Dawn","en",2013-02-22,2.239,13,4.3,0,0,82,FALSE,"Horror",FALSE
"You'll Like My Mother","en",1972-10-13,2.239,19,6.5,0,0,93,FALSE,"Drama, Horror, Thriller",TRUE
"The Arbors","en",2020-03-27,2.239,13,5.3,24000,0,116,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Doll Graveyard","en",2005-01-01,2.238,19,5.4,0,0,71,FALSE,"Horror",TRUE
"Ghost Month","en",2009-05-26,2.237,14,4.3,0,0,100,FALSE,"Horror",FALSE
"The Flesh Eaters","en",1964-03-18,2.236,24,6,0,0,87,FALSE,"Horror, Science Fiction",TRUE
"Bram Stoker's Legend of the Mummy","en",1998-01-01,2.236,12,4.7,2e+06,0,96,FALSE,"Horror, Thriller",FALSE
"An Evening of Edgar Allan Poe","en",1970-01-01,2.235,25,7.4,0,0,53,FALSE,"Horror, Mystery, TV Movie",TRUE
"House Swap","en",2010-01-01,2.235,21,4.1,0,0,84,FALSE,"Horror, Thriller",FALSE
"Evil Bong 420","en",2015-04-20,2.235,12,4.3,0,0,53,FALSE,"Comedy, Horror",FALSE
"It's Gradiva Who Is Calling You","ru",2007-05-09,2.234,21,6.1,0,0,115,FALSE,"Drama, Horror",TRUE
"Die You Zombie Bastards!","en",2005-02-01,2.233,11,3.6,150000,0,99,FALSE,"Comedy, Horror",FALSE
"The Galaxy Invader","en",1985-04-01,2.232,24,3.1,0,0,79,FALSE,"Crime, Horror, Science Fiction",FALSE
"House of Dust","en",2013-11-01,2.232,16,4.4,0,0,90,FALSE,"Horror, Thriller",FALSE
"Haunted Road 2","zh",2017-10-12,2.232,30,6.7,0,1320000,89,FALSE,"Horror",TRUE
"Bride of the Gorilla","en",1951-10-01,2.231,23,5.4,0,0,70,FALSE,"Horror",TRUE
"Fangs","en",2002-01-01,2.23,11,3,0,0,94,FALSE,"Comedy, Horror, Science Fiction",FALSE
"Giorgino","fr",1994-10-05,2.23,26,6.9,1.5e+07,0,177,FALSE,"Adventure, Drama, Horror",TRUE
"The Shuttered Room","en",1967-06-27,2.229,29,6.1,0,0,99,FALSE,"Drama, Horror, Mystery",TRUE
"Moth","en",2016-01-14,2.229,11,2.6,0,0,80,FALSE,"Horror, Thriller",FALSE
"The Leech Woman","en",1960-05-01,2.226,28,4.6,0,0,77,FALSE,"Horror, Science Fiction",FALSE
"Don't Open Till Christmas","en",1984-12-07,2.226,29,5.1,0,0,86,FALSE,"Horror, Mystery, Thriller",FALSE
"Long Weekend","th",2013-01-30,2.226,23,4.4,0,0,91,FALSE,"Horror",FALSE
"Face","ko",2004-06-11,2.225,22,5.4,4e+06,0,92,FALSE,"Crime, Horror",TRUE
"Colour from the Dark","en",2008-10-19,2.225,14,4.5,1e+05,0,92,FALSE,"Horror",FALSE
"Horrors of the Black Museum","en",1959-04-29,2.225,24,6,0,0,81,FALSE,"Horror",TRUE
"Sombre","fr",1998-08-06,2.225,34,6.7,0,0,112,FALSE,"Drama, Horror",TRUE
"The White Reindeer","fi",1952-07-18,2.224,36,6.7,33000,0,68,FALSE,"Fantasy, Horror",TRUE
"1313: Bigfoot Island","en",2012-02-01,2.224,25,5.3,0,0,75,FALSE,"Horror, Thriller",FALSE
"Arachnia","en",2003-08-05,2.224,14,2.4,0,0,82,FALSE,"Horror, Science Fiction",FALSE
"He Took His Skin Off for Me","en",2014-10-18,2.224,40,6.3,0,0,11,FALSE,"Drama, Horror, Romance",TRUE
"Sorceress","en",1995-01-04,2.222,24,5.4,0,0,93,FALSE,"Fantasy, Horror, Thriller",TRUE
"Grip of the Strangler","en",1958-05-11,2.222,28,6.1,0,0,78,FALSE,"Crime, Horror, Mystery",TRUE
"Cauldron of Blood","en",1970-02-16,2.222,11,4.5,0,0,95,FALSE,"Horror",FALSE
"A Quiet Place to Kill","it",1970-02-20,2.222,30,6.5,0,0,94,FALSE,"Crime, Drama, Horror, Mystery, Thriller",TRUE
"Kaashmora","ta",2016-10-28,2.221,18,5,8900000,0,164,FALSE,"Fantasy, Horror",FALSE
"Frog-g-g!","en",2004-03-06,2.219,16,5.1,0,0,80,FALSE,"Comedy, Horror, Science Fiction",FALSE
"The Washingtonians","en",2007-01-26,2.217,20,5.2,0,0,57,FALSE,"Horror, TV Movie",FALSE
"Blood Tracks","en",1985-11-01,2.215,13,3.8,0,0,81,FALSE,"Horror",FALSE
"Hotel Fear","it",1978-02-16,2.215,17,5.7,0,0,92,FALSE,"Drama, Horror, Mystery",TRUE
"Alien: Covenant - Prologue: Advent","en",2017-08-15,2.215,17,6.7,0,0,7,FALSE,"Horror, Science Fiction",TRUE
"Backwoods","en",1987-01-01,2.213,12,5,0,0,85,FALSE,"Horror, Thriller",FALSE
"Sorority Slaughterhouse","en",2015-06-01,2.213,11,4.4,0,0,85,FALSE,"Horror",FALSE
"Dachra","ar",2019-01-23,2.212,25,7.1,0,0,113,FALSE,"Horror",TRUE
"Ghost Voyage","en",2008-01-26,2.21,17,5.8,0,0,86,FALSE,"Horror, Science Fiction",TRUE
"The Legend of Sleepy Hollow","en",1999-10-23,2.208,15,5.3,0,0,105,FALSE,"Fantasy, Horror, Mystery",FALSE
"The Comeback","en",1978-06-16,2.208,22,5.5,0,0,100,FALSE,"Horror, Mystery, Thriller",TRUE
"I Know How Many Runs You Scored Last Summer","en",2008-08-21,2.207,11,3.6,0,0,80,FALSE,"Comedy, Horror",FALSE
"Happy Camp","en",2014-03-25,2.207,12,4.2,0,0,75,FALSE,"Horror, Thriller",FALSE
"Sijjin 2","tr",2015-07-10,2.207,40,5.9,0,0,128,FALSE,"Horror",TRUE
"Severed Ties","en",1992-09-02,2.206,12,4.1,0,0,92,FALSE,"Comedy, Horror",FALSE
"Werewolf in a Women's Prison","en",2006-10-19,2.204,12,3.6,0,0,83,FALSE,"Horror",FALSE
"Road to Hell","it",2018-08-02,2.203,30,7.2,0,0,116,FALSE,"Action, Crime, Horror",TRUE
"Skeleton Crew","en",2009-01-01,2.199,28,4.1,1e+06,0,90,FALSE,"Horror",FALSE
"The Ghost in the Invisible Bikini","en",1966-04-06,2.199,18,5.6,0,0,82,FALSE,"Comedy, Horror",TRUE
"Lady Usher","en",2021-09-10,2.199,26,6.5,0,0,100,FALSE,"Horror, Thriller",TRUE
"I Know You're in There","en",2016-10-20,2.198,24,4.5,0,0,84,FALSE,"Horror",FALSE
"Dinner with a Vampire","it",1988-12-30,2.197,23,5.4,0,0,92,FALSE,"Comedy, Horror, TV Movie",TRUE
"Unmasked Part 25","en",1989-06-09,2.197,17,5.8,0,0,88,FALSE,"Comedy, Horror, Romance",TRUE
"Voodoo Woman","en",1957-04-11,2.195,11,4.6,0,0,75,FALSE,"Horror, Science Fiction",FALSE
"The Undertaker","en",1988-01-01,2.195,15,5.8,0,0,89,FALSE,"Horror",TRUE
"The Demolisher","en",2015-02-22,2.194,34,4,0,0,85,FALSE,"Action, Horror, Thriller",FALSE
"0.0MHz","ko",2019-05-29,2.191,19,4.7,0,0,102,FALSE,"Horror",FALSE
"The Strange and Deadly Occurrence","en",1974-09-24,2.19,11,6.5,0,0,78,FALSE,"Drama, Horror, TV Movie",TRUE
"Necromancy","en",1972-09-22,2.189,20,4.6,0,0,83,FALSE,"Horror",FALSE
"House of Manson","en",2014-01-01,2.189,14,5.1,0,0,98,FALSE,"Crime, Drama, Horror, Mystery, Thriller",FALSE
"X Game","ja",2010-09-18,2.188,11,5,0,0,119,FALSE,"Horror",FALSE
"The Scopia Effect","en",2014-11-01,2.187,14,5.5,0,0,130,FALSE,"Horror, Science Fiction, Thriller",TRUE
"Werewolf Women of the S.S.","en",2007-04-06,2.187,19,7,0,0,2,FALSE,"Comedy, Horror",TRUE
"Tomie: Revenge","ja",2005-04-16,2.185,13,4.2,0,0,72,FALSE,"Horror",FALSE
"P.O.E. : Project of Evil","en",2012-05-14,2.184,15,4.7,0,0,92,FALSE,"Horror",FALSE
"Witchtrap","en",1989-04-21,2.183,19,5.1,420000,0,92,FALSE,"Action, Horror, Thriller",FALSE
"Ghost Train","ja",2006-07-27,2.181,19,4.9,0,0,92,FALSE,"Horror",FALSE
"Offerings","en",1989-01-01,2.179,20,4.7,0,0,95,FALSE,"Horror",FALSE
"Star Crystal","en",1986-03-01,2.178,21,4,0,0,91,FALSE,"Horror, Science Fiction",FALSE
"Assault Girls","ja",2009-12-19,2.177,28,4.8,0,0,71,FALSE,"Action, Horror, Science Fiction",FALSE
"The Hexecutioners","en",2015-10-21,2.176,19,5.1,0,0,95,FALSE,"Horror",FALSE
"Sledgehammer","en",1983-07-12,2.175,14,3.6,40000,0,87,FALSE,"Horror, Thriller",FALSE
"Once Upon a Time at Christmas","en",2017-11-26,2.175,18,3.4,0,0,97,FALSE,"Horror",FALSE
"Zombies of Mora Tau","en",1957-03-01,2.173,19,5.7,0,0,70,FALSE,"Adventure, Fantasy, Horror",TRUE
"Dark Harvest","en",2004-04-20,2.172,14,1.9,0,0,88,FALSE,"Horror",FALSE
"The Corruption of Chris Miller","es",1973-05-17,2.171,15,5.7,0,0,113,FALSE,"Drama, Horror, Mystery, Thriller",TRUE
"The Body Stealers","en",1969-03-21,2.17,13,5.1,0,0,91,FALSE,"Horror, Mystery, Science Fiction",FALSE
"Dark Awakening","en",2014-09-10,2.169,12,5.5,0,0,95,FALSE,"Horror, Mystery, Thriller",TRUE
"Zilla and Zoe","en",2017-05-17,2.169,17,5.6,0,0,104,FALSE,"Comedy, Horror",TRUE
"Okul","tr",2004-01-09,2.167,28,3.7,0,0,100,FALSE,"Comedy, Horror",FALSE
"Hostage to the Devil","en",2016-10-31,2.166,18,5,0,0,90,FALSE,"Documentary, Horror, Mystery",FALSE
"She Demons","en",1958-01-03,2.165,11,4.5,0,0,77,FALSE,"Horror, Science Fiction",FALSE
"Autopsy","it",1975-01-18,2.165,26,5.6,0,0,100,FALSE,"Horror, Mystery, Thriller",TRUE
"Killjoy Goes to Hell","en",2012-10-09,2.165,16,5.4,0,0,90,FALSE,"Horror",TRUE
"The Pool","en",2014-05-01,2.165,26,5,0,0,76,FALSE,"Horror",FALSE
"2 Bedroom 1 Bath","ru",2014-03-13,2.165,11,2.9,0,0,91,FALSE,"Horror",FALSE
"666: Kreepy Kerry","en",2014-04-01,2.165,11,2.4,1e+06,0,75,FALSE,"Action, Horror",FALSE
"Future Shock","en",1994-01-01,2.162,11,4.2,0,0,98,FALSE,"Horror, Science Fiction",FALSE
"Over Your Dead Body","ja",2014-08-23,2.162,41,6.5,0,0,112,FALSE,"Horror",TRUE
"Doctor Blood's Coffin","en",1961-01-01,2.161,22,5.2,0,0,92,FALSE,"Horror",FALSE
"Blood Hunt","en",2016-09-06,2.161,11,5.1,0,0,77,FALSE,"Horror, Thriller",FALSE
"The Housemaid","vi",2016-09-16,2.161,27,6.5,0,0,105,FALSE,"Horror, Romance",TRUE
"The Supernaturals","en",1986-05-09,2.16,11,4,0,0,91,FALSE,"Horror",FALSE
"Wound","en",2010-07-26,2.16,13,2.2,0,0,76,FALSE,"Fantasy, Horror, Thriller",FALSE
"The Oregonian","en",2011-01-24,2.159,19,4.9,0,0,81,FALSE,"Horror, Mystery, Thriller",FALSE
"The Figurine: Araromire","en",2009-10-02,2.159,11,4.2,3e+05,2e+05,122,FALSE,"Drama, Horror, Mystery",FALSE
"D@bbe 2","tr",2009-12-24,2.157,12,2,600,3,81,FALSE,"Horror, Mystery",FALSE
"Famine","en",2011-10-06,2.156,13,3.3,250000,0,77,FALSE,"Horror",FALSE
"In Ghost House Inn","ml",2010-03-25,2.156,14,5,0,0,136,FALSE,"Comedy, Horror",FALSE
"Darkness Wakes","en",2017-08-28,2.156,13,4.5,1850000,0,97,FALSE,"Horror",FALSE
"Corporate Monster","en",2019-09-16,2.156,19,7.3,0,0,17,FALSE,"Action, Horror, Science Fiction",TRUE
"The Cemetery","en",2013-01-12,2.155,12,4.7,0,0,85,FALSE,"Horror",FALSE
"The Collapsed","en",2011-07-02,2.154,25,4.4,0,0,82,FALSE,"Drama, Horror, Science Fiction",FALSE
"The Murder Secret","it",1988-01-03,2.153,12,5.4,0,0,88,FALSE,"Horror",TRUE
"Trespassing","en",2004-10-22,2.153,13,4.8,0,0,88,FALSE,"Horror",FALSE
"The Eye Creatures","en",1965-10-29,2.152,19,2.7,0,0,80,FALSE,"Horror, Science Fiction, TV Movie",FALSE
"Crash!","en",1976-12-24,2.151,15,5.3,0,0,89,FALSE,"Horror",FALSE
"Murder Obsession","it",1981-02-24,2.15,26,4.9,0,0,92,FALSE,"Horror, Mystery",FALSE
"The Last House in the Woods","en",2006-10-06,2.149,25,4.2,0,0,85,FALSE,"Horror",FALSE
"Bloody Homecoming","en",2013-09-24,2.146,23,4.8,0,0,82,FALSE,"Horror",FALSE
"Graverobbers","en",1988-09-01,2.144,12,3.2,0,0,90,FALSE,"Comedy, Horror",FALSE
"The Obscene Mirror","es",1973-09-24,2.144,13,5.5,0,0,87,FALSE,"Drama, Horror, Mystery",TRUE
"The Dead Outside","en",2008-01-01,2.143,26,4.3,0,0,86,FALSE,"Horror, Thriller",FALSE
"The Alien Factor","en",1978-05-12,2.142,18,3.4,0,0,80,FALSE,"Horror, Science Fiction",FALSE
"Escape from Marwin","en",2018-07-07,2.141,21,4,0,0,102,FALSE,"Horror",FALSE
"Possession Diaries","en",2019-06-04,2.14,11,4.6,0,0,93,FALSE,"Horror",FALSE
"Killjoy 2: Deliverance from Evil","en",2002-01-08,2.134,24,3.8,30000,0,77,FALSE,"Horror",FALSE
"Creature of Darkness","en",2009-01-31,2.134,13,2.4,0,0,0,FALSE,"Horror, Science Fiction",FALSE
"Coven","en",2000-03-31,2.131,16,5.3,0,0,41,FALSE,"Drama, Horror",FALSE
"Visible Secret","cn",2001-06-01,2.131,12,6.3,0,1138807,89,FALSE,"Fantasy, Horror, Mystery",TRUE
"Slash","en",2002-09-13,2.131,18,4.4,0,0,93,FALSE,"Comedy, Horror, Thriller",FALSE
"Killjoy 3","en",2010-12-14,2.13,23,5,0,0,76,FALSE,"Horror",FALSE
"Inner Demon","en",2014-10-30,2.129,18,4.4,0,0,85,FALSE,"Horror",FALSE
"Necrosis","en",2009-01-01,2.128,25,3.8,0,0,90,FALSE,"Horror, Thriller",FALSE
"The Loreley's Grasp","es",1973-06-15,2.125,24,4.9,0,0,85,FALSE,"Horror",FALSE
"Haunted Forest","en",2007-06-27,2.125,16,3.8,0,0,81,FALSE,"Horror",FALSE
"Tar","en",2020-10-02,2.125,11,4.9,0,0,96,FALSE,"Adventure, Horror, Thriller",FALSE
"Hate2O","it",2006-05-05,2.124,28,3.9,0,0,88,FALSE,"Horror, Thriller",FALSE
"The Last House on the Beach","it",1978-04-20,2.124,11,5.4,0,0,86,FALSE,"Crime, Drama, Horror, Thriller",TRUE
"Saint Dracula","en",2012-11-11,2.122,11,1.9,0,0,120,FALSE,"Horror, Romance, Thriller",FALSE
"Capture Kill Release","en",2016-10-09,2.121,32,4.1,0,0,96,FALSE,"Drama, Horror, Thriller",FALSE
"Insane","en",2010-02-09,2.12,20,4.3,750000,0,87,FALSE,"Horror",FALSE
"Hellgate","en",2011-11-05,2.12,18,4.8,5e+06,0,94,FALSE,"Horror, Thriller",FALSE
"Haunting Inside","en",2019-06-21,2.12,16,5.9,0,0,0,FALSE,"Horror",TRUE
"Somebody Help Me","en",2007-11-10,2.119,11,7,6e+05,0,100,FALSE,"Horror",TRUE
"Blood Beat","es",1983-03-18,2.118,26,4.8,0,0,85,FALSE,"Horror",FALSE
"Saint Martyrs of the Damned","fr",2005-09-09,2.116,16,5.3,85000,0,115,FALSE,"Drama, Horror, Mystery",FALSE
"Lingering","ko",2020-04-29,2.113,13,6.3,0,0,101,FALSE,"Horror, Mystery",TRUE
"Blood Scarab","en",2008-07-25,2.11,13,4.2,0,0,81,FALSE,"Horror",FALSE
"Living Space","en",2018-03-10,2.11,11,4.6,0,0,80,FALSE,"Horror",FALSE
"Final Flesh","en",2009-11-17,2.109,15,5.3,0,0,71,FALSE,"Comedy, Horror, Science Fiction",FALSE
"Night of Death!","fr",1980-10-22,2.108,19,5.7,0,0,94,FALSE,"Fantasy, Horror",TRUE
"Terror Beneath the Sea","ja",1966-07-01,2.108,12,5.6,0,0,84,FALSE,"Horror, Science Fiction",TRUE
"First Man into Space","en",1959-02-27,2.106,33,5,0,0,77,FALSE,"Drama, Horror, Science Fiction",FALSE
"The Hound of the Baskervilles","en",1983-11-03,2.106,23,6.6,0,0,100,FALSE,"Crime, Horror, Mystery, TV Movie",TRUE
"Night of the Living Dead: Resurrection","en",2012-11-28,2.106,27,3.2,0,0,86,FALSE,"Horror",FALSE
"I Can See You","en",2008-01-06,2.104,12,4.6,0,0,97,FALSE,"Horror, Thriller",FALSE
"Trespassers","en",2006-05-09,2.104,14,4,0,0,83,FALSE,"Horror",FALSE
"Bad Impulse","en",2019-12-07,2.103,17,5.4,0,0,99,FALSE,"Drama, Horror, Thriller",TRUE
"Forsaken","en",2016-02-02,2.102,21,3.7,0,0,89,FALSE,"Horror",FALSE
"Who Are You?","th",2010-02-25,2.101,14,6.6,0,745,88,FALSE,"Drama, Horror, Mystery",TRUE
"Halley","es",2012-11-01,2.101,18,5.5,0,0,84,FALSE,"Drama, Horror",TRUE
"The Curse of Lilith Ratchet","en",2018-10-28,2.101,11,4.5,15000,0,105,FALSE,"Horror",FALSE
"Luther the Geek","en",1989-07-01,2.1,21,5,0,0,80,FALSE,"Comedy, Horror",FALSE
"The House of the Yellow Carpet","it",1983-09-09,2.1,12,5.8,0,0,89,FALSE,"Horror, Thriller",TRUE
"Blood Reign: Curse of the Yoma","ja",1989-04-15,2.1,17,6,0,0,100,FALSE,"Animation, Fantasy, Horror, Science Fiction",TRUE
"Night of the Ghouls","en",1959-01-01,2.096,33,4.9,0,0,69,FALSE,"Horror",FALSE
"Ring","ja",1995-08-11,2.096,33,6.3,0,0,90,FALSE,"Horror, Mystery, TV Movie",TRUE
"Septic Man","en",2013-09-20,2.096,21,4.5,0,0,83,FALSE,"Horror",FALSE
"Family Demons","en",2009-03-25,2.094,11,3.1,0,0,80,FALSE,"Horror, Thriller",FALSE
"The Living Skeleton","ja",1968-11-09,2.094,23,5.5,0,0,81,FALSE,"Horror",TRUE
"Killing Spree","en",1987-01-01,2.093,17,5.7,75000,0,88,FALSE,"Horror",TRUE
"The Great and Terrible Day of the Lord","en",2021-12-28,2.089,31,6.4,0,0,121,FALSE,"Drama, Horror, Thriller",TRUE
"The Appeared","es",2008-12-12,2.088,28,4.9,0,0,104,FALSE,"Horror, Mystery, Thriller",FALSE
"Hotel","de",2004-07-25,2.088,26,5.9,0,0,73,FALSE,"Drama, Horror, Thriller",TRUE
"Rush Week","en",1989-01-01,2.087,18,5,0,0,96,FALSE,"Horror",FALSE
"The Necro Files","en",1997-09-17,2.087,15,4.8,0,0,73,FALSE,"Comedy, Horror",FALSE
"Koko-di Koko-da","sv",2019-08-23,2.083,46,6,0,0,86,FALSE,"Comedy, Fantasy, Horror",TRUE
"Blood & Donuts","en",1995-09-09,2.08,33,5.3,0,0,90,FALSE,"Comedy, Horror",FALSE
"The Attic","en",1980-10-01,2.08,15,4.9,0,0,101,FALSE,"Horror",FALSE
"Scream, Pretty Peggy","en",1973-11-24,2.078,17,6.3,0,0,74,FALSE,"Drama, Horror, Mystery, Thriller, TV Movie",TRUE
"They're Inside","en",2019-07-16,2.078,16,5.1,0,0,83,FALSE,"Horror",FALSE
"Raccoon Valley","en",2018-06-02,2.077,15,7,0,0,65,FALSE,"Drama, Horror, Thriller",TRUE
"Hypnosis","ja",1999-06-05,2.075,14,6.1,0,0,110,FALSE,"Horror, Thriller",TRUE
"Thanksgiving","en",2007-04-06,2.075,25,6.6,0,0,3,FALSE,"Comedy, Horror",TRUE
"Blood and Roses","fr",1960-09-14,2.071,26,6,0,0,79,FALSE,"Horror, Romance",TRUE
"Suburban Sasquatch","en",2004-08-26,2.07,13,3.2,12000,0,97,FALSE,"Horror",FALSE
"The Maid","zh",2005-08-18,2.068,28,5.8,0,0,93,FALSE,"Drama, Horror, Thriller",TRUE
"Bedfellows","en",2008-08-11,2.068,42,5.9,1000,0,3,FALSE,"Drama, Horror",TRUE
"Starve","en",2014-10-03,2.068,23,4.8,0,0,98,FALSE,"Horror, Thriller",FALSE
"Decay","en",2015-11-09,2.068,14,4.2,0,0,98,FALSE,"Drama, Horror, Thriller",FALSE
"Pop Skull","en",2007-07-06,2.061,15,4.8,2000,0,86,FALSE,"Horror, Thriller",FALSE
"Die Influencers Die","en",2020-08-14,2.061,25,6.2,0,0,74,FALSE,"Horror",TRUE
"Chrysalis","en",2014-04-24,2.059,15,4.6,0,0,100,FALSE,"Drama, Horror, Science Fiction",FALSE
"The Bad Seed","en",1985-02-07,2.057,19,6.7,0,0,100,FALSE,"Crime, Drama, Horror, Thriller, TV Movie",TRUE
"Scarce","en",2008-01-01,2.056,17,4,5e+05,0,93,FALSE,"Horror",FALSE
"Long Pigs","en",2010-05-18,2.056,17,5.2,250000,0,81,FALSE,"Crime, Horror",FALSE
"Blood Hook","en",1987-04-01,2.056,27,5,0,0,92,FALSE,"Comedy, Horror",FALSE
"Stalked","en",2019-08-25,2.056,11,3.8,0,0,82,FALSE,"Action, Horror",FALSE
"Sightings: Heartland Ghost","en",2002-10-27,2.055,13,5.3,0,0,92,FALSE,"Horror, Thriller, TV Movie",FALSE
"A New Life","fr",2002-11-27,2.053,28,6.9,0,0,102,FALSE,"Drama, Horror",TRUE
"4444444444","ja",1998-09-27,2.052,25,5.6,0,0,3,FALSE,"Drama, Horror, TV Movie",TRUE
"The 50 Best Horror Movies You've Never Seen","en",2014-05-26,2.052,14,5.7,0,0,139,FALSE,"Documentary, Horror",TRUE
