"title","original_language","release_date","popularity","vote_count","vote_average","budget","revenue","runtime","adult","genre_names","high_rating"
"Raptor","fr",2001-11-06,5.111,27,3.9,0,0,81,FALSE,"Horror, Thriller",FALSE
"Spring Break Shark Attack","en",2005-03-20,5.111,35,4.3,0,0,88,FALSE,"Action, Drama, Horror, Thriller",FALSE
"The Cabinet of Caligari","en",1962-05-25,5.11,45,6.5,0,0,106,FALSE,"Horror, Thriller",TRUE
"Central Park","en",2017-06-06,5.109,16,4.4,0,0,90,FALSE,"Horror, Thriller",FALSE
"The Reptile","en",1966-03-06,5.107,61,6.1,0,0,90,FALSE,"Horror",TRUE
"When Animals Dream","da",2014-06-12,5.107,90,5.6,3e+06,0,84,FALSE,"Drama, Horror, Mystery",TRUE
"The Last Thing Mary Saw","en",2021-08-15,5.106,26,5.8,0,0,88,FALSE,"Drama, Horror, Thriller",TRUE
"The Horribly Slow Murderer with the Extremely Inefficient Weapon","en",2008-01-01,5.104,114,6.6,0,0,10,FALSE,"Comedy, Horror",TRUE
"Venomous","en",2001-11-29,5.099,13,5.2,0,0,97,FALSE,"Horror, Science Fiction",FALSE
"Shadow: Dead Riot","en",2006-03-28,5.099,17,4.1,750,0,81,FALSE,"Action, Horror",FALSE
"Ghoulies IV","en",1994-08-17,5.097,39,3.3,0,0,84,FALSE,"Comedy, Horror, Science Fiction",FALSE
"Don't Hug Me I'm Scared 5","en",2015-10-14,5.097,63,7.2,0,0,7,FALSE,"Animation, Fantasy, Horror, Music",TRUE
"Hasta el viento tiene miedo","es",2007-08-13,5.094,45,5.5,0,0,0,FALSE,"Horror, Thriller",TRUE
"Tape 407","en",2012-04-27,5.087,67,4,0,0,90,FALSE,"Horror, Science Fiction",FALSE
"Head Count","en",2019-06-14,5.086,69,5.5,0,0,90,FALSE,"Horror, Mystery, Thriller",TRUE
"G-Zombie","te",2021-02-05,5.086,31,5.3,0,0,116,FALSE,"Comedy, Fantasy, Horror",FALSE
"The Dark Hours","en",2005-03-11,5.085,72,5.7,5e+05,0,80,FALSE,"Horror, Science Fiction, Thriller",TRUE
"The Skull","en",1965-08-25,5.085,76,6.1,0,0,83,FALSE,"Horror, Thriller",TRUE
"Vacations of Terror 2","es",1991-04-18,5.083,30,5.7,0,0,85,FALSE,"Horror",TRUE
"Killer Mermaid","sr",2014-03-08,5.08,59,4.2,0,0,90,FALSE,"Fantasy, Horror",FALSE
"Estranged","en",2015-08-28,5.08,55,5.4,0,0,92,FALSE,"Horror, Thriller",TRUE
"Attack of the Blind Dead","es",1973-05-17,5.079,50,5.6,0,0,91,FALSE,"Horror",TRUE
"Red Mist","en",2008-08-22,5.079,56,5.1,0,0,98,FALSE,"Horror, Thriller",FALSE
"Lady Death","en",2004-07-24,5.079,69,7.4,0,0,80,FALSE,"Action, Animation, Fantasy, Horror, Science Fiction",TRUE
"The Munsters' Revenge","en",1981-01-01,5.078,18,6.1,0,0,96,FALSE,"Comedy, Crime, Family, Horror, TV Movie",TRUE
"War-Gods of the Deep","en",1965-05-26,5.078,49,4.8,0,0,84,FALSE,"Adventure, Fantasy, Horror, Science Fiction",FALSE
"Farm House","en",2008-01-01,5.072,53,5.3,0,0,92,FALSE,"Horror, Mystery, Thriller",FALSE
"Abraham Lincoln Vampire Hunter: The Great Calamity","en",2012-10-23,5.071,200,8.2,0,0,7,FALSE,"Animation, Fantasy, Horror",TRUE
"Ring Around the Rosie","en",2006-03-21,5.067,31,4.6,0,0,87,FALSE,"Horror, Mystery, Thriller",FALSE
"The Smiling Man","en",2015-06-19,5.067,32,5.5,0,0,8,FALSE,"Horror",TRUE
"Magic Cop","cn",1990-11-01,5.064,14,6.5,0,0,87,FALSE,"Action, Comedy, Crime, Horror",TRUE
"Zombieworld","en",2015-02-24,5.064,17,4.9,0,0,100,FALSE,"Horror",FALSE
"It Waits","en",2005-11-10,5.063,39,5.5,1200000,0,88,FALSE,"Horror",TRUE
"Werewolf","pl",2019-03-29,5.063,75,6.2,130000,0,88,FALSE,"Horror",TRUE
"Bunnyman","en",2011-06-20,5.059,56,4.6,0,0,90,FALSE,"Horror",FALSE
"Mansquito","en",2005-03-05,5.055,22,5.6,5e+06,0,92,FALSE,"Horror, Science Fiction",TRUE
"Shark Attack","en",1999-11-09,5.053,43,4.7,0,0,95,FALSE,"Horror",FALSE
"Raw Force","en",1982-07-01,5.05,33,5.5,0,0,86,FALSE,"Action, Adventure, Horror",TRUE
"Convent of Sinners","it",1986-08-09,5.049,19,4.9,0,0,88,FALSE,"Drama, Horror",FALSE
"Midnighters","en",2017-06-19,5.049,55,5.7,0,0,94,FALSE,"Horror, Thriller",TRUE
"Pervert!","en",2005-02-12,5.046,47,5,0,0,81,FALSE,"Comedy, Horror",FALSE
"Trilogy of Terror II","en",1996-10-30,5.044,30,5,0,0,90,FALSE,"Horror, Thriller, TV Movie",FALSE
"Midnight Kiss","en",2019-12-27,5.043,36,5.4,0,0,89,FALSE,"Horror, TV Movie",TRUE
"Saw: Rebirth","en",2005-10-24,5.039,81,5.7,0,0,7,FALSE,"Animation, Crime, Horror",TRUE
"Hellhole","en",1985-03-15,5.037,18,4.7,0,0,96,FALSE,"Action, Drama, Horror, Thriller",FALSE
"Fear Clinic","en",2014-10-31,5.035,98,4.3,1e+06,0,95,FALSE,"Horror",FALSE
"Strait-Jacket","en",1964-01-19,5.034,86,6.7,0,0,93,FALSE,"Drama, Horror, Thriller",TRUE
"They Remain","en",2018-01-28,5.034,26,5,0,0,102,FALSE,"Drama, Horror, Mystery, Thriller",FALSE
"Angelica","en",2017-11-17,5.032,22,4.9,0,0,95,FALSE,"Drama, Horror, Thriller",FALSE
"From a Whisper to a Scream","en",1987-09-25,5.029,62,5.8,1100000,1400000,99,FALSE,"Comedy, Horror",TRUE
"Tone-Deaf","en",2019-03-10,5.029,62,5.4,0,0,87,FALSE,"Comedy, Horror, Thriller",TRUE
"Little Witches","en",1996-12-23,5.026,22,3.9,0,0,90,FALSE,"Drama, Horror",FALSE
"It Lives Again","en",1978-05-10,5.024,57,5.4,0,0,91,FALSE,"Horror",TRUE
"5150 Elm's Way","fr",2009-10-09,5.024,83,6.3,0,0,110,FALSE,"Drama, Horror, Thriller",TRUE
"Macabre","en",1958-10-01,5.019,34,6,90000,5e+06,72,FALSE,"Crime, Horror, Mystery, Thriller",TRUE
"The Penny Dreadful Picture Show","en",2013-10-08,5.016,24,5.8,0,0,101,FALSE,"Horror",TRUE
"Five Dolls for an August Moon","it",1970-03-14,5.015,94,5.6,0,0,82,FALSE,"Horror, Mystery, Thriller",TRUE
"Mr Vampire Saga 4","cn",1988-12-22,5.015,12,7.5,0,0,96,FALSE,"Comedy, Horror",TRUE
"Some Guy Who Kills People","en",2011-04-14,5.007,88,6.1,3e+05,0,97,FALSE,"Comedy, Horror, Thriller",TRUE
"Don't Fuck in the Woods","en",2016-10-25,5.006,46,3.8,10000,0,73,FALSE,"Comedy, Horror",FALSE
"Reykjavik Whale Watching Massacre","en",2009-09-04,5.003,36,5,4e+06,0,84,FALSE,"Comedy, Horror",FALSE
"Welcome to the Jungle","en",2007-04-19,5.001,29,4.8,2e+05,0,83,FALSE,"Horror",FALSE
"Croc","en",2007-09-20,4.999,36,4.6,0,0,100,FALSE,"Horror",FALSE
"Bigfoot: The Lost Coast Tapes","en",2012-10-18,4.997,34,4.1,0,0,89,FALSE,"Horror, Mystery, Thriller",FALSE
"Alleluia","fr",2014-11-26,4.996,81,6,3673315,0,93,FALSE,"Drama, Horror, Thriller",TRUE
"Grotesque","en",1988-09-09,4.995,23,4.3,0,0,89,FALSE,"Horror",FALSE
"Sector 7","ko",2011-08-04,4.995,53,4.7,8700000,0,101,FALSE,"Action, Horror, Science Fiction",FALSE
"Doom Asylum","en",1988-03-02,4.994,52,5.5,90000,0,77,FALSE,"Comedy, Horror",TRUE
"On Halloween","en",2020-10-09,4.993,46,6.7,0,0,92,FALSE,"Horror, Thriller",TRUE
"Triggered","en",2020-08-28,4.993,81,5.7,0,0,90,FALSE,"Horror",TRUE
"Hercules in the Haunted World","it",1961-11-16,4.99,54,6.7,0,0,86,FALSE,"Adventure, Fantasy, Horror",TRUE
"Hidden","no",2009-03-04,4.989,56,5.7,2215773,1489526,95,FALSE,"Horror, Thriller",TRUE
"Osombie","en",2012-01-01,4.988,25,4.3,0,0,92,FALSE,"Action, Horror",FALSE
"The Convent","en",2000-01-21,4.985,42,5.6,0,0,79,FALSE,"Comedy, Horror, Thriller",TRUE
"Full Circle","en",1978-01-06,4.985,40,6.1,840000,0,98,FALSE,"Drama, Horror, Mystery",TRUE
"The Mutilator","en",1985-01-04,4.982,81,5.1,0,0,86,FALSE,"Horror, Mystery, Thriller",FALSE
"Don't Answer the Phone!","en",1980-02-29,4.978,33,4.5,0,0,94,FALSE,"Horror, Thriller",FALSE
"The Human Race","en",2013-04-10,4.977,139,4.9,567000,0,87,FALSE,"Action, Horror, Science Fiction",FALSE
"The Nightcomers","en",1972-02-15,4.974,48,5.7,0,0,96,FALSE,"Drama, Horror, Thriller",TRUE
"After Death","en",1990-07-27,4.967,54,5.1,0,0,84,FALSE,"Action, Horror",FALSE
"Horsehead","en",2014-09-07,4.966,85,5.3,0,0,89,FALSE,"Fantasy, Horror",FALSE
"House of Purgatory","en",2016-10-21,4.966,20,3.8,2e+05,0,75,FALSE,"Horror, Thriller",FALSE
"The Helpers","en",2012-10-27,4.964,26,4.1,4e+06,0,81,FALSE,"Horror",FALSE
"Xtro 2: The Second Encounter","en",1990-05-04,4.962,27,4.6,0,0,92,FALSE,"Horror, Science Fiction",FALSE
"Sequence Break","en",2017-07-18,4.962,31,4.3,0,0,80,FALSE,"Horror, Romance, Science Fiction",FALSE
"Hospital Massacre","en",1981-10-16,4.96,55,5.1,0,0,89,FALSE,"Horror, Thriller",FALSE
"Sick Nurses","th",2007-07-14,4.959,52,5,0,0,82,FALSE,"Crime, Horror",FALSE
"Puppet Master: The Legacy","en",2003-12-16,4.957,51,3.8,0,0,72,FALSE,"Fantasy, Horror, Science Fiction",FALSE
"Kingdom Hospital","en",2004-03-03,4.957,46,6.5,37,0,608,FALSE,"Horror",TRUE
"Hellbenders","en",2013-10-18,4.952,38,5.4,0,0,87,FALSE,"Comedy, Horror, Thriller",TRUE
"Mind Ripper","en",1995-10-08,4.946,43,4.4,8e+06,0,94,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Star Leaf","en",2015-06-06,4.943,21,4.1,0,0,77,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Raging Sharks","en",2005-02-01,4.935,38,4.9,0,0,92,FALSE,"Horror, Science Fiction",FALSE
"Tooth Fairy","en",2019-04-30,4.935,53,5.2,0,0,86,FALSE,"Horror, Thriller",FALSE
"Eyes of a Stranger","en",1981-02-11,4.934,46,6,8e+05,1118634,84,FALSE,"Horror, Thriller",TRUE
"Silent Scream","en",1979-11-23,4.931,30,5.8,0,0,87,FALSE,"Horror, Thriller",TRUE
"Shark Attack in the Mediterranean","de",2004-10-17,4.93,22,3.4,0,0,109,FALSE,"Horror, Thriller, TV Movie",FALSE
"Edge of Sanity","en",1989-04-14,4.93,37,5.3,0,0,91,FALSE,"Horror, Thriller",FALSE
"The Retreat","en",2021-05-21,4.929,23,5.1,0,0,82,FALSE,"Horror, Thriller",FALSE
"Blood Harvest","en",1987-01-01,4.922,29,4.2,0,0,87,FALSE,"Horror",FALSE
"The Dawn","en",2020-01-10,4.919,42,6.7,0,0,90,FALSE,"Drama, Horror, Mystery, Thriller",TRUE
"The Oblong Box","en",1969-06-11,4.917,65,5.8,175000,0,91,FALSE,"Horror",TRUE
"Yongary, Monster from the Deep","ko",1967-01-01,4.914,62,4.6,0,0,79,FALSE,"Horror, Science Fiction",FALSE
"Shelley","da",2016-02-14,4.911,96,5.5,0,0,92,FALSE,"Drama, Horror",TRUE
"The Mad","en",2007-05-22,4.902,44,5.7,0,0,83,FALSE,"Comedy, Horror, Thriller",TRUE
"You're Not Alone","en",2020-04-16,4.898,41,6.6,0,0,92,FALSE,"Horror, Thriller",TRUE
"The Giant Claw","en",1957-06-01,4.896,58,4.8,0,0,74,FALSE,"Horror, Science Fiction",FALSE
"The Incubus","en",1982-08-27,4.895,75,5.9,0,0,93,FALSE,"Horror, Thriller",TRUE
"Curtain","en",2015-11-18,4.89,20,5.2,0,0,74,FALSE,"Horror, Mystery, Science Fiction",FALSE
"The Incite Mill","ja",2010-10-16,4.888,43,5.4,0,0,107,FALSE,"Drama, Horror, Thriller",TRUE
"The Insatiable","en",2006-11-01,4.887,26,5.4,0,0,103,FALSE,"Comedy, Horror, Romance",TRUE
"Laxmii","hi",2020-11-09,4.885,27,5.6,0,0,141,FALSE,"Comedy, Horror",TRUE
"She Never Died","en",2019-10-10,4.885,27,5.6,0,0,89,FALSE,"Action, Crime, Fantasy, Horror",TRUE
"The Amityville Playhouse","en",2015-06-23,4.882,48,5.4,350000,0,99,FALSE,"Horror",TRUE
"Devil's Island","en",2021-03-15,4.877,17,5.9,0,0,71,FALSE,"Horror",TRUE
"Another WolfCop","en",2017-12-01,4.874,48,5.6,0,0,82,FALSE,"Comedy, Horror",TRUE
"Metamorphosis","en",2007-01-01,4.873,18,4.6,6e+06,0,105,FALSE,"Drama, Fantasy, Horror",FALSE
"Nine Miles Down","en",2009-10-01,4.859,75,5.3,2.2e+07,0,86,FALSE,"Horror, Mystery, Thriller",FALSE
"Beyond Loch Ness","en",2008-01-05,4.854,33,4.7,0,0,91,FALSE,"Horror, Mystery, Science Fiction",FALSE
"Killer Nun","it",1979-05-09,4.853,58,4.8,0,0,89,FALSE,"Drama, Horror, Thriller",FALSE
"Zombie Lake","fr",1981-05-13,4.848,47,3.1,0,0,87,FALSE,"Horror",FALSE
"The Turn of the Screw","en",2009-12-30,4.848,25,5.3,0,0,89,FALSE,"Drama, Horror, Mystery, Thriller, TV Movie",FALSE
"The Sect","it",1991-03-01,4.847,80,6.1,0,0,116,FALSE,"Horror, Thriller",TRUE
"Mission Galactica: The Cylon Attack","en",1979-01-01,4.845,42,7,0,0,108,FALSE,"Horror, Science Fiction",TRUE
"The Oak Room","en",2020-11-27,4.844,26,5.5,0,0,89,FALSE,"Horror, Mystery, Thriller",TRUE
"The Devil's Chair","en",2007-09-12,4.842,55,4.1,0,0,91,FALSE,"Horror",FALSE
"Whispering Corridors","ko",1998-05-30,4.842,89,6.2,6e+05,0,105,FALSE,"Drama, Horror, Mystery",TRUE
"Let It Snow","en",2021-01-27,4.84,35,5.2,0,0,86,FALSE,"Horror, Thriller",FALSE
"The Morgue","en",2008-01-01,4.838,26,5,0,0,84,FALSE,"Horror, Mystery, Thriller",FALSE
"Robot Monster","en",1953-06-25,4.836,64,3.9,16000,1e+06,66,FALSE,"Horror, Science Fiction",FALSE
"Adrenalin: Fear the Rush","en",1996-11-29,4.835,55,4.8,0,0,77,FALSE,"Action, Horror, Science Fiction, Thriller",FALSE
"Ravage","en",2020-08-14,4.835,53,5.6,0,0,84,FALSE,"Horror, Thriller",TRUE
"The Night Strangler","en",1973-01-16,4.833,56,6.8,0,0,90,FALSE,"Crime, Horror, Mystery, TV Movie",TRUE
"6:45","en",2021-08-06,4.831,13,5.2,0,0,93,FALSE,"Horror, Thriller",FALSE
"All About Evil","en",2010-05-01,4.829,41,6,0,0,98,FALSE,"Comedy, Horror",TRUE
"Vamp U","en",2013-02-27,4.828,63,4.4,0,0,100,FALSE,"Action, Comedy, Horror",FALSE
"The Substitute","da",2007-03-13,4.827,51,5.5,0,0,93,FALSE,"Comedy, Horror, Thriller",TRUE
"Unhinged","en",2017-09-25,4.825,45,5.5,0,0,93,FALSE,"Horror",TRUE
"Kill Katie Malone","en",2010-10-10,4.819,22,4.6,3e+06,0,88,FALSE,"Horror, Thriller",FALSE
"Torture Garden","en",1967-11-01,4.815,59,6.2,0,0,96,FALSE,"Horror",TRUE
"Teacher's Pet","en",2000-09-08,4.815,11,3.5,0,0,92,FALSE,"Horror",FALSE
"Deep Shock","en",2003-09-17,4.813,42,5.5,0,0,93,FALSE,"Action, Adventure, Horror, Science Fiction",TRUE
"The Clearing","en",2020-06-04,4.813,35,4.7,0,0,88,FALSE,"Horror",FALSE
"Julia","en",2015-01-03,4.812,56,5.1,0,2710,95,FALSE,"Horror, Thriller",FALSE
"The Hearse","en",1980-06-01,4.811,36,5.4,0,0,99,FALSE,"Drama, Horror, Mystery",TRUE
"Monster Island","en",2004-03-07,4.811,18,4.7,0,0,88,FALSE,"Adventure, Comedy, Horror, TV Movie",FALSE
"The Thompsons","en",2012-08-21,4.811,50,4.7,3e+06,0,84,FALSE,"Horror, Thriller",FALSE
"One of Us","en",2017-03-14,4.806,32,5.7,0,0,86,FALSE,"Drama, Horror, Mystery, TV Movie",TRUE
"Going to Pieces: The Rise and Fall of the Slasher Film","en",2006-10-13,4.805,66,6.9,0,0,88,FALSE,"Documentary, Horror",TRUE
"The Mutations","en",1974-09-25,4.803,19,5.1,0,0,92,FALSE,"Horror",FALSE
"The Great Ghost Rescue","en",2011-10-04,4.803,21,4.8,0,0,79,FALSE,"Family, Fantasy, Horror",FALSE
"Proteus","en",1995-11-04,4.803,20,5,3e+06,0,97,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Daddy's Deadly Darling","en",1973-05-25,4.801,21,5.2,0,0,80,FALSE,"Horror",FALSE
"Cyrus: Mind of a Serial Killer","en",2010-10-01,4.8,37,4.5,0,0,87,FALSE,"Crime, Horror, Mystery, Thriller",FALSE
"Madhouse","en",1981-03-04,4.799,38,6,0,0,93,FALSE,"Horror",TRUE
"The Ranger","en",2018-08-17,4.796,65,4.8,0,0,80,FALSE,"Horror",FALSE
"Grave Robbers","es",1989-11-01,4.792,14,4.6,0,0,88,FALSE,"Horror, Mystery, Thriller",FALSE
"House of Bones","en",2010-01-16,4.791,40,4.1,0,0,90,FALSE,"Horror",FALSE
"Deadcon","en",2019-08-26,4.791,22,3.6,0,0,78,FALSE,"Horror",FALSE
"Uninvited","en",1988-08-24,4.784,42,5.2,0,0,90,FALSE,"Horror, Science Fiction",FALSE
"Night of the Living Dead: Re-Animation","en",2012-10-16,4.784,47,4.7,0,0,88,FALSE,"Horror",FALSE
"The Rage","en",2007-12-01,4.783,33,4,2e+06,0,85,FALSE,"Horror, Science Fiction",FALSE
"Sauna","fi",2008-09-20,4.782,86,6.2,1114000,0,83,FALSE,"Horror",TRUE
"Malevolence","en",2004-09-10,4.781,59,5.1,450000,0,90,FALSE,"Crime, Horror, Thriller",FALSE
"Hippopotamus","en",2017-12-08,4.779,52,5.8,7000,0,77,FALSE,"Drama, Horror, Thriller",TRUE
"Portals","en",2019-10-25,4.778,24,3.5,0,0,85,FALSE,"Horror, Science Fiction",FALSE
"The Houses October Built 2","en",2017-09-22,4.777,69,5,0,0,99,FALSE,"Horror",FALSE
"Alien Trespass","en",2009-04-03,4.775,60,5.2,0,0,90,FALSE,"Action, Adventure, Comedy, Horror, Science Fiction",FALSE
"Cheerleader Camp","en",1988-06-01,4.775,59,5,0,0,89,FALSE,"Comedy, Horror, Thriller",FALSE
"Flux Gourmet","en",2022-06-24,4.771,13,5.7,0,0,112,FALSE,"Comedy, Drama, Horror",TRUE
"The Covenant","en",2017-02-07,4.77,22,4.6,0,0,90,FALSE,"Horror",FALSE
"Bleed","en",2016-03-25,4.76,48,4.3,550000,0,82,FALSE,"Horror, Thriller",FALSE
"Acolytes","en",2009-03-25,4.758,41,5.2,0,860,91,FALSE,"Crime, Horror, Mystery, Thriller",FALSE
"Reborn","en",2018-11-03,4.757,39,6.3,0,0,80,FALSE,"Horror",TRUE
"Devilman","ja",2004-10-09,4.753,42,6.6,0,0,116,FALSE,"Action, Fantasy, Horror",TRUE
"Cult","en",2007-03-09,4.752,15,3.8,0,0,90,FALSE,"Horror",FALSE
"Island of Terror","en",1966-06-20,4.748,78,5.8,0,0,89,FALSE,"Horror, Science Fiction",TRUE
"Devil Dog: The Hound of Hell","en",1978-10-31,4.747,27,6.1,0,0,95,FALSE,"Horror, TV Movie",TRUE
"Gehenna: Where Death Lives","en",2016-01-01,4.747,32,5.2,0,0,107,FALSE,"Horror, Mystery, Science Fiction, Thriller",FALSE
"Buzzard","en",2015-03-06,4.743,46,5.3,0,13684,97,FALSE,"Comedy, Crime, Drama, Horror",FALSE
"Johnny Frank Garrett's Last Word","en",2016-03-13,4.741,39,4.7,0,0,95,FALSE,"Horror",FALSE
"Shark Killer","en",2015-03-23,4.741,36,5.2,0,0,88,FALSE,"Action, Horror, Thriller",FALSE
"Chabelo and Pepito vs. the Monsters","es",1973-08-02,4.739,29,7.4,0,0,90,FALSE,"Comedy, Family, Horror",TRUE
"Kaidan","ja",2007-08-04,4.738,18,5.9,5e+06,0,115,FALSE,"Drama, Horror, Romance",TRUE
"VANish","en",2015-02-24,4.735,38,4.8,0,0,79,FALSE,"Action, Crime, Horror, Thriller",FALSE
"In Search of Darkness: Part II","en",2020-10-06,4.735,25,7.3,0,0,263,FALSE,"Documentary, Horror",TRUE
"Amber Alert","en",2012-11-02,4.722,56,5.1,0,0,81,FALSE,"Horror, Mystery, Thriller",FALSE
"Don't Look in the Basement","en",1973-09-01,4.721,50,5,0,0,89,FALSE,"Horror, Thriller",FALSE
"Believers","en",2007-06-11,4.72,30,4.9,0,0,95,FALSE,"Horror, Thriller",FALSE
"Left In Darkness","en",2006-10-19,4.72,37,5.7,1200000,0,88,FALSE,"Horror, Thriller",TRUE
"Roadkill","en",2011-04-23,4.72,49,5.8,1600000,0,88,FALSE,"Horror, Thriller, TV Movie",TRUE
"Coffin Baby","en",2013-03-15,4.719,37,5.1,0,0,85,FALSE,"Horror",FALSE
"Wolf Girl","en",2001-09-21,4.715,21,5.6,0,0,97,FALSE,"Drama, Fantasy, Horror",TRUE
"The Perfume of the Lady in Black","it",1974-03-29,4.712,68,6.4,0,0,103,FALSE,"Horror, Mystery, Thriller",TRUE
"Night of the Werewolf","es",1981-04-08,4.71,16,5.9,0,0,92,FALSE,"Horror",TRUE
"Surviving Evil","en",2009-07-10,4.709,15,4.7,0,0,90,FALSE,"Action, Horror, Thriller",FALSE
"Djinn","en",2013-10-31,4.708,52,4.2,0,0,85,FALSE,"Horror",FALSE
"Vampire Cleanup Department","cn",2017-03-16,4.704,35,6.2,0,0,93,FALSE,"Action, Comedy, Horror",TRUE
"The Evil","en",1978-05-05,4.703,44,5.7,0,0,89,FALSE,"Horror, Thriller",TRUE
"Gyo: Tokyo Fish Attack","ja",2012-02-15,4.702,66,5.1,0,0,70,FALSE,"Animation, Horror",FALSE
"Munchies","en",1987-03-01,4.701,33,4.7,0,0,87,FALSE,"Comedy, Horror, Science Fiction",FALSE
"Found Footage 3D","en",2016-08-29,4.696,71,5.3,0,0,101,FALSE,"Horror",FALSE
"June","en",2015-08-01,4.695,50,3.9,0,0,84,FALSE,"Horror, Science Fiction",FALSE
"Sadako 3D","ja",2012-05-12,4.694,74,5.4,0,0,96,FALSE,"Horror",TRUE
"Hotel Inferno","en",2013-12-26,4.693,41,5.1,0,0,80,FALSE,"Action, Crime, Horror, Thriller",FALSE
"The Revenge of Robert","en",2018-03-06,4.693,18,3.6,0,0,80,FALSE,"Horror",FALSE
"Dashcam","en",2022-06-03,4.693,34,5.1,1e+05,58156,80,FALSE,"Horror, Thriller",FALSE
"La Niña De La Mina","es",2016-06-24,4.691,26,6,1200000,0,0,FALSE,"Horror, Mystery, Thriller",TRUE
"Ghostwatch","en",1992-10-31,4.69,90,7.1,0,0,91,FALSE,"Horror, TV Movie",TRUE
"Bloody New Year","en",1987-05-11,4.684,45,5.5,0,0,90,FALSE,"Horror",TRUE
"Monstrous","en",2020-08-11,4.682,18,4.9,0,0,86,FALSE,"Horror, Mystery, Thriller",FALSE
"Bloodwork","en",2012-05-10,4.67,25,5.2,0,0,100,FALSE,"Horror, Thriller",FALSE
"The Brides of Fu Manchu","en",1966-12-16,4.669,27,5.9,0,0,94,FALSE,"Action, Crime, Horror, Science Fiction",TRUE
"Chasing Sleep","en",2001-05-16,4.667,62,6,0,0,104,FALSE,"Horror, Mystery, Thriller",TRUE
"Night of Dark Shadows","en",1971-08-04,4.667,28,5.8,9e+05,0,95,FALSE,"Drama, Horror, Mystery, Thriller",TRUE
"AfterDeath","en",2015-10-19,4.665,44,4.3,0,0,88,FALSE,"Horror, Mystery, Thriller",FALSE
"Beneath Us","en",2020-03-06,4.664,65,6.1,0,0,82,FALSE,"Horror, Thriller",TRUE
"Eugenie","en",1970-02-20,4.659,29,4.3,0,0,87,FALSE,"Drama, Horror",FALSE
"Munster, Go Home!","en",1966-06-15,4.658,48,6.4,0,0,96,FALSE,"Comedy, Family, Horror",TRUE
"Snakehead Terror","en",2004-03-13,4.658,27,5.1,0,0,77,FALSE,"Comedy, Horror, Science Fiction",FALSE
"The Tattooist","en",2007-11-28,4.656,47,4.9,3e+06,0,92,FALSE,"Horror, Thriller",FALSE
"Deadtime Stories","en",1986-04-13,4.655,42,4.8,0,2750741,93,FALSE,"Comedy, Horror",FALSE
"Tokyo Living Dead Idol","ja",2018-06-09,4.654,14,6.6,0,0,81,FALSE,"Comedy, Horror",TRUE
"Moscow Zero","en",2006-11-05,4.653,24,3.7,1e+07,62500,82,FALSE,"Action, Drama, Horror",FALSE
"The Era of Vampires","cn",2003-05-23,4.653,25,4.2,0,0,112,FALSE,"Action, Horror",FALSE
"Cyst","en",2020-09-24,4.653,26,4.2,0,0,68,FALSE,"Comedy, Horror, Science Fiction",FALSE
"Mon Mon Mon Monsters","zh",2017-07-27,4.652,43,6.7,0,0,110,FALSE,"Comedy, Horror",TRUE
"My Demon Lover","en",1987-04-24,4.651,35,5.7,0,0,90,FALSE,"Comedy, Fantasy, Horror, Romance",TRUE
"Hansel & Gretel: Warriors of Witchcraft","en",2013-01-22,4.651,38,3.9,1e+06,0,83,FALSE,"Horror, Thriller",FALSE
"Neverlake","en",2014-04-25,4.649,57,5,232000,0,86,FALSE,"Drama, Horror, Mystery",FALSE
"Vampyres","es",2015-09-25,4.648,28,4.3,0,0,79,FALSE,"Horror",FALSE
"Dreams in the Witch House","en",2005-11-04,4.647,78,6.6,0,0,55,FALSE,"Horror, Thriller, TV Movie",TRUE
"Seventh Moon","en",2008-09-20,4.643,64,4.4,0,0,87,FALSE,"Horror",FALSE
"Alien Invasion","en",2018-11-14,4.643,20,3.4,0,0,82,FALSE,"Comedy, Horror, Science Fiction",FALSE
"Knife Edge","en",2009-10-23,4.642,27,4.7,0,0,90,FALSE,"Horror, Mystery, Thriller",FALSE
"Bed of the Dead","en",2016-07-16,4.642,66,5.3,0,0,88,FALSE,"Horror",FALSE
"Return to Horror Hotel","en",2019-06-13,4.641,90,6.5,0,0,83,FALSE,"Comedy, Horror, Science Fiction",TRUE
"Dead Souls","en",2012-10-11,4.637,46,4.5,0,0,93,FALSE,"Horror",FALSE
"Invitation Only","zh",2009-04-17,4.632,76,6.1,0,0,95,FALSE,"Crime, Horror, Mystery",TRUE
"Gates of Darkness","en",2019-10-01,4.632,27,6.2,0,0,91,FALSE,"Horror",TRUE
"Intruder","en",2016-06-24,4.63,30,3.7,0,0,95,FALSE,"Horror, Thriller",FALSE
"Runaway Brain","en",1995-08-11,4.628,50,6.4,0,0,8,FALSE,"Animation, Comedy, Horror",TRUE
"Halloween Pussy Trap Kill! Kill!","en",2017-10-27,4.627,22,4.8,0,0,86,FALSE,"Crime, Horror",FALSE
"My Super Psycho Sweet 16: Part 3","en",2012-03-13,4.625,19,5.4,0,0,84,FALSE,"Comedy, Drama, Horror, Mystery, TV Movie",TRUE
"Hungry Wives","en",1972-05-01,4.622,56,5.4,90000,0,130,FALSE,"Drama, Horror",TRUE
